filename, bicycle, car, dog, person
FLIR_09376_jpeg.rf.0002104a05cf18eb268ed290fc847bc5.jpg, 0, 1, 0, 0
FLIR_02767_jpeg.rf.000578fa5d53373a40c27c9177e8b060.jpg, 1, 1, 0, 1
car_97-5583016872406_Sat-Dec-11-12-16-14-2021_jpg.rf.0003cc13ea1d61a3439a7de554e11496.jpg, 0, 1, 0, 0
FLIR_01029_jpeg.rf.000d104ab9d05a82eebfebc7071da96c.jpg, 0, 1, 0, 1
FLIR_10156_jpeg.rf.001e0442eb4cc930436f65f925078adc.jpg, 0, 1, 0, 1
FLIR_07626_jpeg.rf.0017f961c5d5b7b9ad4b66f2bca3dc06.jpg, 0, 1, 0, 1
FLIR_10036_jpeg.rf.001bcc5d26d7fa5515c415cede58ab0f.jpg, 0, 1, 0, 1
FLIR_06960_jpeg.rf.001d32f927a179ffc0048c5a3ae52026.jpg, 1, 1, 0, 1
FLIR_06351_jpeg.rf.001a319ee5063922e37977104afdb584.jpg, 0, 1, 0, 1
TFront-South-09-31-37-52-04556_jpg.rf.000a6ade826b0b8f639a85f5e42f78f4.jpg, 0, 0, 0, 1
FLIR_01303_jpeg.rf.0023503c3e3920b17af4dac9151d6231.jpg, 1, 0, 0, 1
FLIR_04727_jpeg.rf.002603924f693d18f5a5e789ed429a55.jpg, 0, 1, 0, 0
person_99-82907772064209_Fri-Dec-10-12-32-00-2021_jpg.rf.002ec5c9524ce8dc572501b3a5913425.jpg, 0, 0, 0, 1
FLIR_03624_jpeg.rf.000ef2eb8ee69c6ebcce6aa15e214925.jpg, 0, 0, 0, 0
FLIR_08359_jpeg.rf.0023a029df55a86ae325f8ae7ecf2a4e.jpg, 1, 1, 0, 1
TBack_South-09-37-38-28-01435_jpg.rf.002979e98996e932d0f153e8fdc084e7.jpg, 0, 0, 0, 1
FLIR_08567_jpeg.rf.0034e443df0025c45780206401568481.jpg, 0, 1, 0, 0
car_99-93809461593628_Sat-Nov-27-16-18-47-2021_jpg.rf.002f27ef7e60b61914434039716b95e7.jpg, 0, 1, 0, 0
FLIR_08635_jpeg.rf.002b67c239fc1838ab7d7fe3959db603.jpg, 0, 1, 0, 0
FLIR_09332_jpeg.rf.0024ef4fb930cfb4d1a22e3130ed9648.jpg, 0, 1, 0, 1
TBack_South-11-35-38-55-00085_jpg.rf.00244a97fcfdbc380ad654dbec1d94c2.jpg, 0, 0, 0, 1
FLIR_07172_jpeg.rf.0031bb3d99f53099eda6593b7894f705.jpg, 0, 1, 0, 0
FLIR_05483_jpeg.rf.002b75fb5eb0543fdbc48752927b1981.jpg, 0, 1, 0, 1
TFront-North-11-21-23-71-17176_jpg.rf.000915a187c33aa65fcf76513858ead5.jpg, 0, 0, 0, 1
person_99-28760528564453_Sat-Dec-11-13-07-34-2021_jpg.rf.001e72be6c6467d6e1fd5d660811b54e.jpg, 0, 0, 0, 1
FLIR_00072_jpeg.rf.002d35c37475e690bf3661a3288d49a6.jpg, 0, 0, 0, 0
FLIR_06130_jpeg.rf.002a0821566f85eea9beaf6f42f4b82a.jpg, 0, 1, 0, 1
person_97-32827544212341_Mon-Dec-13-09-28-16-2021_jpg.rf.0040ad747b6958d1aa76d6684d8d659e.jpg, 0, 0, 0, 1
FLIR_08615_jpeg.rf.003a33534b16047784429bb5882fedd4.jpg, 0, 1, 0, 0
person_97-88700342178345_Sun-Nov-28-12-17-06-2021_jpg.rf.003acee75c702902054b0ac5bd53214c.jpg, 0, 0, 0, 1
FLIR_03160_jpeg.rf.0024da477e46b1d18de9bf45eb8c5227.jpg, 0, 1, 0, 0
person_97-78285026550293_Sat-Nov-27-11-23-21-2021_jpg.rf.00319de08f4b125a4b111e20f34ef4db.jpg, 0, 0, 0, 1
person_99-13562536239624_Sun-Nov-28-11-40-19-2021_jpg.rf.001e05511c190d4b3c8c9be1f217e3ac.jpg, 0, 0, 0, 1
FLIR_05784_jpeg.rf.0036be66dd4385b34dfb1e72dfb4abe2.jpg, 0, 1, 0, 1
FLIR_01873_jpeg.rf.0049a1435862b0fca6b79dc67ea47f06.jpg, 0, 0, 0, 1
FLIR_05902_jpeg.rf.0009caf9cfb5557d15a267390f8ca834.jpg, 0, 1, 1, 1
FLIR_04257_jpeg.rf.0044ba4a619ae4b4eeaf80560c471e1f.jpg, 0, 1, 0, 1
FLIR_01509_jpeg.rf.004178e85528c97a114f977cd374908a.jpg, 0, 1, 0, 1
FLIR_06350_jpeg.rf.003ec3ecaa84020763ae2f407ef389f5.jpg, 0, 1, 0, 1
FLIR_05286_jpeg.rf.00529f3106e56f1d3ab2c64a8be6d418.jpg, 0, 1, 0, 1
TSouth-07-37-07-61-51729_jpg.rf.0047d623c960b77895773bfeb3014081.jpg, 0, 0, 0, 1
TFront-South-09-31-12-28-04484_jpg.rf.0057e9f141ca378c86e887fd411b5396.jpg, 0, 0, 0, 1
person_99-03494119644165_Thu-Nov-25-20-10-23-2021_jpg.rf.004ddbd34131464254d4d1f3c0c6eaaa.jpg, 0, 0, 0, 0
person_97-83014059066772_Sun-Dec-12-16-13-50-2021_jpg.rf.0065938524eba8f94dabab6a43f7f1b3.jpg, 0, 0, 0, 1
TFront-South-11-55-31-23-03820_jpg.rf.00699ed57b8abe8fed8033fc165bd740.jpg, 0, 1, 0, 0
FLIR_00673_jpeg.rf.00886ea4cd7664c9bfe022095fb56722.jpg, 0, 1, 0, 0
FLIR_00402_jpeg.rf.00796415cb4cccbfc93ca84ec22a687a.jpg, 0, 1, 0, 0
person_98-44529628753662_Sun-Dec-12-10-52-05-2021_jpg.rf.0059fb92c3f28b88abdb125149d24079.jpg, 0, 0, 0, 1
FLIR_10142_jpeg.rf.00749156e3947e588154230968cb9d92.jpg, 1, 1, 0, 1
FLIR_05229_jpeg.rf.007484b8bd0ddc6122cd55ebd6bb90e6.jpg, 0, 1, 0, 0
FLIR_07652_jpeg.rf.007121b8704f929ff6ed7a27868d3482.jpg, 0, 1, 0, 1
FLIR_00643_jpeg.rf.006f50530c225e27df5369b969a7b4a1.jpg, 0, 1, 0, 0
FLIR_00500_jpeg.rf.005e1730a914fc0a4fcefdda748612ef.jpg, 0, 0, 0, 0
FLIR_00027_jpeg.rf.005501579fbe1035f604be21ac5164eb.jpg, 0, 1, 0, 0
FLIR_09449_jpeg.rf.005fd7b490a10c395b5401c8a9f2d922.jpg, 0, 1, 0, 1
person_98-42191338539124_Mon-Dec-13-11-56-33-2021_jpg.rf.009084ef316bb064c9891f9f43f996c0.jpg, 0, 1, 0, 1
car_99-45957064628601_Sat-Nov-27-15-49-24-2021_jpg.rf.008e7045bd5a208bae6f5dd34f03ac29.jpg, 0, 1, 0, 0
FLIR_09619_jpeg.rf.005ba58f0930c8000d5661e57dcdc4df.jpg, 1, 1, 0, 1
FLIR_05353_jpeg.rf.008982ed0743a399483e4cbaed17c36b.jpg, 0, 0, 0, 0
TBack_South-09-20-51-80-01111_jpg.rf.006f3be33cd52cff104e5d0cf1809075.jpg, 0, 0, 0, 1
TFront-North-11-14-21-25-16547_jpg.rf.00910fe39e296e482ba5007338ea0b1b.jpg, 0, 0, 0, 1
FLIR_00566_jpeg.rf.0056ac5997f9853dcd0ad7eacf6399e0.jpg, 0, 1, 0, 0
FLIR_04430_jpeg.rf.0076df94e22a4f29ae7502fb08270a2c.jpg, 0, 1, 0, 0
person_99-22576546669006_Mon-Dec-13-08-25-27-2021_jpg.rf.00947f7dd771e829f9041c35b770cf26.jpg, 0, 0, 0, 1
FLIR_01178_jpeg.rf.00995479c0ca56af50553ef37c23cce4.jpg, 0, 0, 0, 0
FLIR_01771_jpeg.rf.009caf104f313d5800b385b399fa881a.jpg, 1, 1, 0, 1
person_98-53329658508301_Fri-Nov-26-08-35-56-2021_jpg.rf.009694b9915ae12fcf4e7d3b84cb0e6a.jpg, 0, 0, 0, 1
car_99-81889724731445_Wed-Nov-24-11-22-45-2021_jpg.rf.00960bf03ac39718926f430adc3e0b29.jpg, 0, 1, 0, 0
FLIR_03446_jpeg.rf.00a519a498c3e2de652cca6e320c5974.jpg, 0, 1, 0, 1
FLIR_09883_jpeg.rf.00a812553469b68afda89fa9cdb451d1.jpg, 0, 1, 0, 0
FLIR_08749_jpeg.rf.00a7c894eb8c8c0e029247b90d9b5b7c.jpg, 0, 1, 0, 1
FLIR_01551_jpeg.rf.00a34e5c15984586208201f493eaae8c.jpg, 0, 0, 0, 0
FLIR_00989_jpeg.rf.00a4d0d65f46bcd04d5a7ecea0c39f2f.jpg, 0, 1, 0, 0
TBack_South-15-13-59-24-00065_jpg.rf.00a62c99affa63a6ff170d8ed9093366.jpg, 0, 0, 0, 1
FLIR_03113_jpeg.rf.009f23988910167beb98750e3edf3068.jpg, 1, 1, 0, 1
person_99-76821541786194_Sun-Dec-12-16-11-56-2021_jpg.rf.00aeb7e7940c579c991603c014183afc.jpg, 0, 0, 0, 1
FLIR_01412_jpeg.rf.00a81454cc10c440b67d9c4fa424da0b.jpg, 0, 0, 0, 0
FLIR_08019_jpeg.rf.00ac392f2ce2bc9062f4844d2278bffa.jpg, 0, 1, 0, 0
TBack_North-09-26-08-62-01720_jpg.rf.00ad5c5db308a74137b0678e7b29a034.jpg, 0, 0, 0, 1
FLIR_00090_jpeg.rf.00a1efe00987c9cdc990b57eaf3820ca.jpg, 0, 0, 0, 0
FLIR_10137_jpeg.rf.00a5fd570bfdec39db883841ee9013cc.jpg, 1, 1, 0, 1
FLIR_05143_jpeg.rf.00b1ad0d1f1f91af934b341dd9ed2932.jpg, 0, 1, 0, 1
FLIR_09057_jpeg.rf.00ac9d393914db6efe13302032122bfb.jpg, 0, 1, 0, 1
person_99-90521669387817_Mon-Dec-13-15-21-04-2021_jpg.rf.00a9850af02c86be484d64ae7a9d29d7.jpg, 0, 0, 0, 1
FLIR_03812_jpeg.rf.00b065ae2be2904720e419d4c17321ce.jpg, 0, 1, 0, 0
FLIR_07909_jpeg.rf.00b5e7a42b7212657a44ce57cf1c86a8.jpg, 0, 1, 0, 1
FLIR_07841_jpeg.rf.00bdd957fad02f2559e295e65562e4ee.jpg, 0, 1, 0, 1
Front-20-11-12_07-52-18-60_00043_jpg.rf.00bbc775a412cceb08246dd042c54b03.jpg, 0, 0, 0, 1
car_99-72533583641052_Tue-Nov-23-19-51-26-2021_jpg.rf.00c4632a76af1fd428f964a050079a0e.jpg, 0, 1, 0, 0
FLIR_09510_jpeg.rf.00c6d7ebc0d8798ba33f58d2d108ad5b.jpg, 0, 1, 0, 1
TFront-North-11-14-43-49-16621_jpg.rf.00a883047d101d4488567cb55e2a6af8.jpg, 0, 0, 0, 1
FLIR_03442_jpeg.rf.009d4a5638111bacbcae7f27554aaead.jpg, 0, 1, 0, 1
TBack_South-17-18-49-02-00723_jpg.rf.00cf848386ec911f5603438349057ce5.jpg, 0, 0, 0, 1
FLIR_09439_jpeg.rf.00c954498fb99fae0e1a9c8c26e75600.jpg, 0, 1, 0, 1
TFront-North-11-21-22-71-17171_jpg.rf.00cb2225d7d3f70699be3e5fc4d76feb.jpg, 0, 0, 0, 1
TFront-North-11-46-36-61-19015_jpg.rf.00b813ce5425d55de7b6ec8bf1223016.jpg, 0, 0, 0, 1
FLIR_02065_jpeg.rf.00b30d11a31d38e43ac18a497e05bc1d.jpg, 0, 1, 0, 0
FLIR_04221_jpeg.rf.00d0f12200c522814165e3f4c56ac6ed.jpg, 1, 1, 0, 1
FLIR_00086_jpeg.rf.0071f477bf4a08f01753d68b32f10a1a.jpg, 0, 1, 0, 0
car_99-97715353965759_Fri-Dec-10-16-37-26-2021_jpg.rf.00b382295a537e5a60af3c13913fbb83.jpg, 0, 1, 0, 0
FLIR_01584_jpeg.rf.00e2551b817cddcd3af3e2131e8a3d95.jpg, 0, 1, 0, 0
FLIR_00078_jpeg.rf.00d1e83e4a269e3a3a443c5e264ec112.jpg, 0, 0, 0, 0
FLIR_00226_jpeg.rf.00d8ac149c35b7bfefad62bde213684b.jpg, 0, 1, 0, 0
FLIR_09685_jpeg.rf.00d3e73d1dd63c7a2ed9b1b9fbbb860c.jpg, 1, 1, 0, 0
car_99-85635280609131_Wed-Nov-24-12-23-16-2021_jpg.rf.00def10e9478b4b95893c7fa8f81284f.jpg, 0, 1, 0, 0
Back20-11-12_11-23-31-53_00092_jpg.rf.00e235478b46965891abc3438d2a6f60.jpg, 0, 0, 0, 1
FLIR_02195_jpeg.rf.00e4e7c3b2abe62a55bbec30d1bfc1a0.jpg, 0, 1, 0, 1
person_98-66788983345032_Fri-Dec-10-16-40-06-2021_jpg.rf.00e06c51c3eff642960b9f73b773e34a.jpg, 0, 0, 0, 1
FLIR_07371_jpeg.rf.00e72d7af72c9f58997229fb130b75e9.jpg, 0, 1, 0, 1
FLIR_07607_jpeg.rf.009067b394ab8b443ae053d89f1aa3fc.jpg, 0, 1, 0, 1
person_97-84412980079651_Mon-Dec-13-10-16-48-2021_jpg.rf.00b617bd4cb705eab4aff95f47d7ce3c.jpg, 0, 0, 0, 1
FLIR_04094_jpeg.rf.00fbab226ecafbb01c5bcd99fad81309.jpg, 1, 1, 0, 1
TDriveway-09-32-24-70-23614_jpg.rf.00f035cff3a945e7f6ff8121b4aada38.jpg, 0, 0, 0, 1
FLIR_02309_jpeg.rf.00f7b80a3749fc8c7e823aba3bece24d.jpg, 0, 1, 0, 0
FLIR_07529_jpeg.rf.00f5426b357c5897551a1f66c1e53c5e.jpg, 0, 1, 0, 1
FLIR_09287_jpeg.rf.00c8cc39f059104c48bdf8ecc366ac75.jpg, 1, 1, 0, 1
TFront-North-11-10-00-15-16303_jpg.rf.00faa03bfea74642cc151940add29179.jpg, 0, 0, 0, 1
FLIR_00868_jpeg.rf.00e71acfbfdead3139c79ce1bbb72c51.jpg, 0, 1, 0, 0
car_99-98208284378052_Wed-Nov-24-13-18-51-2021_jpg.rf.010000492759cca1ae7da129fccd444b.jpg, 0, 1, 0, 0
person_99-5215117931366_Sat-Nov-27-10-14-56-2021_jpg.rf.010de075a65bfeaf780f075e596ee4ea.jpg, 0, 0, 0, 1
FLIR_01296_jpeg.rf.0102928ad03b2ff8c0869cab68369f54.jpg, 0, 0, 0, 0
person_99-19000267982483_Mon-Dec-13-09-28-38-2021_jpg.rf.00fdd153463065e1849d6974b247e69b.jpg, 0, 1, 0, 1
FLIR_02110_jpeg.rf.00f4d86023e4085cde55c9b0c70e0ae2.jpg, 0, 1, 0, 1
FLIR_06148_jpeg.rf.010d3db132e8ded4d7b233428c0e3205.jpg, 0, 1, 0, 1
FLIR_05314_jpeg.rf.0103432d1b6b129ef9703cc30523ecb1.jpg, 0, 1, 0, 0
TFront-North-11-05-26-74-15826_jpg.rf.010f7490a1d5bb5c4087abf38405f1d2.jpg, 0, 0, 0, 1
FLIR_08507_jpeg.rf.0100d6815690a24e39685a6714402acd.jpg, 0, 1, 0, 1
FLIR_10218_jpeg.rf.010cc1a15dbdb730f8dbb70c3d1a2e65.jpg, 1, 1, 0, 1
FLIR_02635_jpeg.rf.01134d24a605f4305fee30dd150cab46.jpg, 1, 1, 1, 1
FLIR_07702_jpeg.rf.00ff367dfe75bb6bd1dd42a7a9e54ba1.jpg, 0, 1, 1, 1
TFront-North-11-08-30-51-16011_jpg.rf.0115b318b48eb88dc53c6f3f69f18dd7.jpg, 0, 0, 0, 1
FLIR_08358_jpeg.rf.011be1c23d3f68d23858b9615b744955.jpg, 1, 1, 0, 1
person_99-3559181690216_Mon-Dec-13-10-17-57-2021_jpg.rf.00fe669b0942b0a54128ecd4faf9147f.jpg, 0, 1, 0, 1
FLIR_06457_jpeg.rf.010f201d5517737a8bee77412e2a2275.jpg, 0, 1, 0, 1
FLIR_07579_jpeg.rf.0106566d6028b44ae2d88e1030aff305.jpg, 1, 1, 0, 1
FLIR_01381_jpeg.rf.00eeaa3955c1ff12d2a9171336d99245.jpg, 0, 0, 0, 0
FLIR_08455_jpeg.rf.00cf8ab5a3d1cf9e46746ff53e1d557a.jpg, 1, 1, 0, 1
person_99-4488775730133_Sun-Nov-28-11-44-09-2021_jpg.rf.01202141a020ae2f3c3498b07c2b4171.jpg, 0, 0, 0, 1
person_99-45437908172607_Sun-Dec-12-13-55-45-2021_jpg.rf.011c8da35af9f1c2871363517bc2fcfd.jpg, 0, 0, 0, 1
car_99-79663491249084_Sat-Dec-11-12-15-53-2021_jpg.rf.012d39ee95ce90b4254e918d0407d712.jpg, 0, 1, 0, 0
FLIR_03018_jpeg.rf.012e2975624103c317b0903dcf53245e.jpg, 0, 1, 0, 1
person_99-78524446487427_Fri-Nov-26-08-47-49-2021_jpg.rf.013031fa4ab610ca25eeaed34cc8cb14.jpg, 0, 0, 0, 1
FLIR_06631_jpeg.rf.01294f339f0e4e62620e13fae806be58.jpg, 0, 0, 1, 1
FLIR_02161_jpeg.rf.012209a4199eb756463a93039542dd19.jpg, 0, 1, 0, 1
FLIR_00223_jpeg.rf.013fbe87e87dda26bf5789a9cc2ec4a7.jpg, 0, 1, 0, 0
Front-20-11-11_08-02-31-43_00003_jpg.rf.0153f0ee8a08a880ccabe802efcaeb05.jpg, 0, 0, 0, 0
TBack_South-13-35-23-60-00490_jpg.rf.012810668f7c87517fda187baffbe69b.jpg, 0, 0, 0, 1
FLIR_08442_jpeg.rf.011fc25f379e81cd479cb2d488fc03a0.jpg, 0, 1, 0, 1
FLIR_01868_jpeg.rf.014d3b37cafa84ee6cd3c76d0412819c.jpg, 0, 1, 0, 1
FLIR_01196_jpeg.rf.01485207928f8f3e39b2e9e23d2d1543.jpg, 0, 0, 0, 0
FLIR_01618_jpeg.rf.0139f1ebfaee5aefacc9cade813c4b02.jpg, 0, 0, 0, 0
FLIR_04586_jpeg.rf.0150b5a66a338a3a3cfecc45f3e2e0ae.jpg, 0, 1, 0, 0
FLIR_02192_jpeg.rf.0144b09a2ced28a008cd8b79cfec3039.jpg, 0, 1, 0, 0
TFront-North-11-42-48-54-18684_jpg.rf.015aa9ce844785e484e5996e971c9c37.jpg, 0, 0, 0, 1
FLIR_07519_jpeg.rf.0155ca62eead5d6ceb1059e3f365a134.jpg, 1, 1, 0, 1
FLIR_06560_jpeg.rf.0144b4c08dec46e9268b8e6d89efb8d1.jpg, 1, 1, 0, 1
FLIR_05340_jpeg.rf.016a2d8b3becdb618a6af45790e93457.jpg, 1, 1, 0, 0
FLIR_00794_jpeg.rf.01360b1ddf03596829511597d37bb62d.jpg, 0, 1, 0, 0
car_99-66152906417847_Tue-Nov-23-17-07-08-2021_jpg.rf.013fca7325d6e7bd272a32b3d4ffa7ec.jpg, 0, 1, 0, 0
FLIR_02389_jpeg.rf.0150ad40c0861bae5d194a59edc26ba8.jpg, 0, 1, 0, 1
FLIR_05894_jpeg.rf.0162bf751b696ba50966a0a7c30dd289.jpg, 0, 1, 0, 1
FLIR_09319_jpeg.rf.0164da88171430aa7e7e62540796da87.jpg, 1, 1, 0, 1
FLIR_08899_jpeg.rf.01694182dcbf35bf5dc759597b694984.jpg, 0, 1, 0, 1
FLIR_08573_jpeg.rf.014cc41a5d11b23c313cae3ebe4ac648.jpg, 0, 1, 0, 0
FLIR_07254_jpeg.rf.0145e37766b7cd149ec05bfd8d2c7787.jpg, 0, 1, 0, 0
FLIR_03283_jpeg.rf.015abb148856f51ff3c27e91808c89e7.jpg, 1, 1, 0, 1
FLIR_04933_jpeg.rf.016bc4db0312da00852cddc640af1ae6.jpg, 0, 1, 0, 1
person_99-46913719177246_Tue-Dec-14-08-26-36-2021_jpg.rf.016e9efebefcd0f2526f9bfeaef7f01f.jpg, 0, 0, 0, 1
FLIR_05129_jpeg.rf.0162f6fe28618e96281ed1e2c78d4102.jpg, 0, 1, 0, 1
FLIR_08409_jpeg.rf.015e8a1dd53d138c364fc34a0e34446d.jpg, 0, 1, 0, 1
TBack_South-13-32-49-08-00373_jpg.rf.0172f5f4289885c2e0d458c539a97332.jpg, 0, 0, 0, 1
FLIR_07437_jpeg.rf.01706973caa27041305e8e41becf2306.jpg, 0, 1, 0, 1
FLIR_09083_jpeg.rf.01778ca525efa209c5a73b6299f433a2.jpg, 0, 1, 0, 1
FLIR_05454_jpeg.rf.01803e850660e30f7c2578cb76237240.jpg, 1, 1, 0, 1
FLIR_07738_jpeg.rf.0176bf6e3311b03bc3e8cbc7154ee164.jpg, 0, 1, 0, 1
FLIR_05164_jpeg.rf.017d358ebad231102d49a9877fbb859f.jpg, 0, 1, 0, 1
FLIR_09668_jpeg.rf.01874261b325c0cc2625e783232f4b9b.jpg, 0, 1, 0, 0
FLIR_05304_jpeg.rf.017eaf28d3cbbca397c3e78628e428f5.jpg, 0, 1, 0, 0
FLIR_03687_jpeg.rf.0175fad96bcabd2cf319e9dc87e587e0.jpg, 0, 1, 0, 1
car_99-55551624298096_Thu-Nov-25-20-03-05-2021_jpg.rf.017d695e33325369b716ed13b9151775.jpg, 0, 1, 0, 0
FLIR_06884_jpeg.rf.017bd73d173311cd5cb86d1143bd1e9b.jpg, 1, 1, 0, 1
TFront-South-12-59-59-90-04189_jpg.rf.017747fb3dfe7b4291ef2180cf630095.jpg, 0, 1, 0, 1
FLIR_01361_jpeg.rf.018737cf2f3a4c9cb68be0c543c53289.jpg, 0, 0, 0, 0
TSide09-28-17-91-04835_jpg.rf.01833765c1a0fc1a1894cab6955fa71f.jpg, 0, 0, 0, 1
FLIR_07465_jpeg.rf.01894eee965da09b59a8df131cb64c98.jpg, 1, 1, 0, 1
FLIR_09226_jpeg.rf.019361b47d63c13288387c4abc411f44.jpg, 0, 1, 0, 1
FLIR_10163_jpeg.rf.01955fc146ff56b5d2a219b2105ce211.jpg, 1, 1, 0, 1
TBack_South-10-35-31-43-11371_jpg.rf.018b174a42c5aa8735a76337e5ea7fa1.jpg, 0, 0, 0, 1
FLIR_01880_jpeg.rf.019c4e98b0f8f3ca40ef31eea85de807.jpg, 0, 1, 0, 1
